@datadog/datadog-ci,import,Apache-2.0,"Copyright 2019-Present Datadog, Inc."
@types/deep-extend,dev,MIT,Copyright Microsoft Corporation
@types/jest,dev,MIT,Copyright Microsoft Corporation
@types/node,dev,MIT,Copyright Microsoft Corporation
@typescript-eslint/eslint-plugin,dev,BSD 2-Clause License, Copyright JS Foundation and other contributors
@typescript-eslint/parser,dev,BSD 2-Clause License, Copyright JS Foundation and other contributors
azure-pipelines-task-lib,import,MIT,Copyright (c) Microsoft Corporation
deep-extend,import,MIT,"Copyright (c) 2013-2018, Viacheslav Lotsmanov"
eslint,dev,MIT,Copyright OpenJS Foundation and other contributors
eslint-plugin-jest,dev,MIT,Copyright (c) 2018 Jonathan Kim
eslint-plugin-prettier,dev,MIT,Copyright © 2017 Andres Suarez and Teddy Katz
jest,dev,MIT,"Copyright (c) Facebook, Inc. and its affiliates."
prettier,dev,MIT,Copyright © James Long and contributors
ts-jest,dev,MIT,Copyright (c) 2016-2018
typescript,dev,Apache-2.0,Copyright (c) Microsoft Corporation.
